diagnosis_code,diagnosis_description,overlap_1FL
O26.849,"Uterine size-date discrepancy, unspecified trimester",0
O99.345,Other mental disorders complicating the puerperium,1
O23.43,"Unspecified infection of urinary tract in pregnancy, third trimester",0
O23.41,"Unspecified infection of urinary tract in pregnancy, first trimester",0
O23.593,"Infection of other part of genital tract in pregnancy, third trimester",0
O36.8330,"Maternal care for abnormalities of the fetal heart rate or rhythm, third trimester, not applicable or unspecified",0
O99.89,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium",0
O99.820,Streptococcus B carrier state complicating pregnancy,0
O98.32,Other infections with a predominantly sexual mode of transmission complicating childbirth,0
O99.824,Streptococcus B carrier state complicating childbirth,0
O34.83,"Maternal care for other abnormalities of pelvic organs, third trimester",0
O99.613,"Diseases of the digestive system complicating pregnancy, third trimester",0
O99.611,"Diseases of the digestive system complicating pregnancy, first trimester",0
O34.41,"Maternal care for other abnormalities of cervix, first trimester",0
O36.90X0,"Maternal care for fetal problem, unspecified, unspecified trimester, not applicable or unspecified",0
O92.79,Other disorders of lactation,0
O90.81,Anemia of the puerperium,0
O10.919,"Unspecified pre-existing hypertension complicating pregnancy, unspecified trimester",1
O11.3,"Pre-existing hypertension with pre-eclampsia, third trimester",1
O14.90,"Unspecified pre-eclampsia, unspecified trimester",1
O10.93,Unspecified pre-existing hypertension complicating the puerperium,1
O34.21,Maternal care for scar from previous cesarean delivery,0
O16.5,"Unspecified maternal hypertension, complicating the puerperium",0
O99.215,Obesity complicating the puerperium,0
O10.013,"Pre-existing essential hypertension complicating pregnancy, third trimester",1
O99.63,Diseases of the digestive system complicating the puerperium,0
O47.03,"False labor before 37 completed weeks of gestation, third trimester",0
O99.213,"Obesity complicating pregnancy, third trimester",0
O99.413,"Diseases of the circulatory system complicating pregnancy, third trimester",0
O16.9,"Unspecified maternal hypertension, unspecified trimester",1
O15.9,"Eclampsia, unspecified as to time period",1
O11.9,"Pre-existing hypertension with pre-eclampsia, unspecified trimester",1
O42.013,"Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, third trimester",0
O75.9,"Complication of labor and delivery, unspecified",0
O43.893,"Other placental disorders, third trimester",0
O14.13,"Severe pre-eclampsia, third trimester",1
O10.019,"Pre-existing essential hypertension complicating pregnancy, unspecified trimester",1
O60.12X0,"Preterm labor second trimester with preterm delivery second trimester, not applicable or unspecified",1
O26.859,"Spotting complicating pregnancy, unspecified trimester",0
O46.90,"Antepartum hemorrhage, unspecified, unspecified trimester",1
O99.211,"Obesity complicating pregnancy, first trimester",0
O24.419,"Gestational diabetes mellitus in pregnancy, unspecified control",1
O99.352,"Diseases of the nervous system complicating pregnancy, second trimester",0
O26.851,"Spotting complicating pregnancy, first trimester",0
O99.354,Diseases of the nervous system complicating childbirth,0
O20.9,"Hemorrhage in early pregnancy, unspecified",0
O99.62,Diseases of the digestive system complicating childbirth,0
O26.899,"Other specified pregnancy related conditions, unspecified trimester",0
O90.6,Postpartum mood disturbance,0
O99.210,"Obesity complicating pregnancy, unspecified trimester",0
O26.891,"Other specified pregnancy related conditions, first trimester",0
O20.0,Threatened abortion,0
O99.212,"Obesity complicating pregnancy, second trimester",0
O99.612,"Diseases of the digestive system complicating pregnancy, second trimester",0
O10.012,"Pre-existing essential hypertension complicating pregnancy, second trimester",1
O86.0,Infection of obstetric surgical wound,0
O99.619,"Diseases of the digestive system complicating pregnancy, unspecified trimester",0
O36.0121,"Maternal care for anti-D [Rh] antibodies, second trimester, fetus 1",0
O24.113,"Pre-existing type 2 diabetes mellitus, in pregnancy, third trimester",1
O10.913,"Unspecified pre-existing hypertension complicating pregnancy, third trimester",1
O36.0191,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 1",0
O99.844,Bariatric surgery status complicating childbirth,0
O16.2,"Unspecified maternal hypertension, second trimester",1
O23.40,"Unspecified infection of urinary tract in pregnancy, unspecified trimester",0
O21.9,"Vomiting of pregnancy, unspecified",0
O26.892,"Other specified pregnancy related conditions, second trimester",0
O99.355,Diseases of the nervous system complicating the puerperium,0
O14.93,"Unspecified pre-eclampsia, third trimester",1
O99.513,"Diseases of the respiratory system complicating pregnancy, third trimester",0
O10.92,Unspecified pre-existing hypertension complicating childbirth,1
O36.0131,"Maternal care for anti-D [Rh] antibodies, third trimester, fetus 1",0
O10.23,Pre-existing hypertensive chronic kidney disease complicating the puerperium,1
O24.13,"Pre-existing type 2 diabetes mellitus, in the puerperium",1
O75.89,Other specified complications of labor and delivery,0
O32.1XX0,"Maternal care for breech presentation, not applicable or unspecified",1
O99.53,Diseases of the respiratory system complicating the puerperium,0
O90.4,Postpartum acute kidney failure,1
O99.52,Diseases of the respiratory system complicating childbirth,0
O24.12,"Pre-existing type 2 diabetes mellitus, in childbirth",1
O99.285,"Endocrine, nutritional and metabolic diseases complicating the puerperium",0
O99.03,Anemia complicating the puerperium,0
O86.20,"Urinary tract infection following delivery, unspecified",0
O03.9,Complete or unspecified spontaneous abortion without complication,0
O20.8,Other hemorrhage in early pregnancy,0
O15.2,Eclampsia complicating the puerperium,1
O99.343,"Other mental disorders complicating pregnancy, third trimester",0
O99.342,"Other mental disorders complicating pregnancy, second trimester",0
O99.313,"Alcohol use complicating pregnancy, third trimester",1
O47.00,"False labor before 37 completed weeks of gestation, unspecified trimester",0
O02.1,Missed abortion,0
O26.23,"Pregnancy care for patient with recurrent pregnancy loss, third trimester",0
O46.92,"Antepartum hemorrhage, unspecified, second trimester",1
